person_id;household_id;geoid;region_code_legacy;region_name_reported;census_year;date_of_birth;age;sex;ethnicity_code;education_level;literacy;employment_status;employment_type;industry_code;annual_income_local;marital_status;migration_status;arrival_year;is_head_of_household;record_confidence_score;enumeration_source;last_updated
f8772208-93d7-5ab0-a430-084b932ade38;H-30-1246;30;LEG-30-2410;Region-0030;2015;14/08/1943;72;Other;ETH10;Secondary;True;Inactive;;;0.0;Married;Native;;False;0.858;FieldEnumeration;2015-11-20T00:00:00
397d77e1-f3bb-575f-9ca4-df7f5b9af9ab;H-48-2103;48;LEG-48-2657;Region-0048;2020;06/07/1954;66;Female;ETH01;Postgraduate;True;Retired;;;0.0;Single;Native;;False;0.991;FieldEnumeration;2020-11-15T00:00:00
4e21a748-5829-56f9-9b39-c1ea08900d1d;H-36-904;36;LEG-36-9355;Region-0036;2010;28/06/1983;27;Other;ETH11;Postgraduate;True;Employed;Formal;IND013;45616.97;Single;Native;;False;0.007;SurveySample;2010-09-21T00:00:00
d875b532-f94c-593c-9963-c45a524cf4ef;H-39-1095;39;LEG-39-2477;0039;2015;23/06/1987;28;Female;ETH11;Secondary;True;Unemployed;;;0.0;Widowed;Native;;False;0.901;AdminRegister;2015-07-23T00:00:00
5500c749-5b3f-5b97-812d-9d1bf1393335;H-25-1912;25;LEG-25-2361;Region-0025;2020;01/08/2017;3;Other;ETH13;NoSchool;True;Inactive;;;0.0;Married;Native;;False;0.593;FieldEnumeration;2020-09-12T00:00:00
397832ea-f027-5b72-86b9-fadfffaf25e4;H-115-545;115;LEG-115-5545;Region-0115;2015;24/10/1955;60;Female;ETH13;Tertiary;True;Employed;Formal;IND188;39385.87;Married;Native;;False;0.055;MobileUpdate;2015-01-05T00:00:00
bd13aaa7-3391-5b0f-957a-e357ed87d02b;H-95-1999;95;LEG-95-2554;Region-0095;2020;06/07/1953;67;Other;ETH14;Primary;False;Inactive;;;0.0;Married;Native;;False;0.38;FieldEnumeration;2020-09-27T00:00:00
c077027b-5208-5b65-acbc-940db209a153;H-7-866;7;LEG-7-671;Region-0007;2020;01/03/1986;34;Other;ETH08;Secondary;True;Inactive;;;0.0;Divorced;Native;;False;0.754;AdminRegister;2020-07-25T00:00:00
82a3fee1-c450-56b2-bb03-b7deb9889115;H-116-372;116;LEG-116-5648;Regisn-0116;2020;01/11/1927;93;Male;ETH06;Tertiary;True;Retired;;;0.0;Widowed;Native;;False;0.698;SurveySample;2020-02-01T00:00:00
87d754c3-bee7-5e87-a9d2-4b8eca866d9b;H-45-153;45;LEG-45-5679;Region-0045;2015;05/08/2001;14;Male;ETH14;Secondary;True;Inactive;;;0.0;Single;Native;;False;0.474;FieldEnumeration;2015-03-19T00:00:00
00aeccd4-9c17-5812-8f32-2357a22e7615;H-13-8;13;LEG-13-938;Region-0013;2015;06/10/2002;13;Other;ETH16;Secondary;True;Student;;;0.0;Single;Native;;False;0.341;FieldEnumeration;2015-08-04T00:00:00
6c971ac3-5f4c-5376-956c-686514359487;H-18-427;18;LEG-18-5218;Region-0018;2020;11/11/2017;3;Female;ETH03;NoSchool;True;Student;;;0.0;Single;Native;;True;0.214;AdminRegister;2020-12-22T00:00:00
7e3c915a-2863-5266-865e-9ec11e52c939;H-29-362;29;LEG-29-9161;Region-0029;2020;16/05/2010;10;Other;ETH02;Postgraduate;True;Student;;;0.0;Single;Native;;False;0.077;FieldEnumeration;2020-01-24T00:00:00
3c81a192-abbb-50be-ab4c-9ed77198b94f;H-3-581;3;LEG-3-3143;Region-0003;2020;24/11/2018;2;Other;ETH12;NoSchool;False;Student;;;0.0;Widowed;Native;;False;0.707;SurveySample;2020-05-26T00:00:00
86db169d-4794-5254-b4c8-619289c21040;H-66-770;66;LEG-66-3169;Region-0066;2015;15/06/1980;35;Male;ETH15;Secondary;True;Unemployed;;;0.0;Widowed;International Migrant;2000.0;True;0.284;FieldEnumeration;2015-04-02T00:00:00
d05a85f1-92cc-5e5f-a0fe-ed5c816e669a;H-69-1392;69;LEG-69-8285;Region-0069;2015;07/06/1959;56;Female;ETH07;Tertiary;True;Inactive;;;0.0;Divorced;Native;;False;0.862;AdminRegister;2015-12-05T00:00:00
aabc65ad-0817-5fe8-8e22-b20ff769ed77;H-92-1297;92;LEG-92-2475;Region-0092;2020;27/04/1999;21;Other;ETH04;Secondary;True;Employed;Formal;IND170;8338.13;Single;Native;;False;0.93;AdminRegister;2020-11-22T00:00:00
b47052db-7474-5aa1-839b-1c30d0b6f4f5;H-4-613;4;LEG-4-1792;Region-0004;2015;21/02/2000;15;Male;ETH06;Secondary;True;Student;;;0.0;Widowed;Native;;True;0.949;FieldEnumeration;2015-06-11T00:00:00
2abb8772-fd7f-543d-a422-6990e178bf8b;H-98-1480;98;LEG-98-2219;Region-0098;2020;08/05/2001;19;Male;ETH04;Primary;True;Employed;Self-employed;IND138;49048.58;Single;Native;;False;0.388;SurveySample;2020-09-21T00:00:00
43d8532e-5c7e-5516-b9e0-68b5c4db9f9d;H-115-2309;115;LEG-115-6780;Region-0115;2020;08/12/1971;49;Male;ETH08;Secondary;True;Unemployed;;;0.0;Widowed;Native;;False;0.42;AdminRegister;2020-12-11T00:00:00
cdda710f-3ada-5ebb-8ab0-6b66b3ed7173;H-99-1257;99;LEG-99-1762;Region-0099;2015;10/02/1989;26;Female;ETH02;Primary;False;Inactive;;;0.0;Married;International Migrant;2015.0;False;0.083;MobileUpdate;2015-09-20T00:00:00
2c3c4ff9-fb39-51f5-b6fa-05ed37c7b485;H-118-1969;118;LEG-118-6886;Region-0118;2020;20/06/1967;53;Other;ETH08;Primary;True;Employed;Self-employed;IND068;17865.36;Divorced;Native;;False;0.466;AdminRegister;2020-06-19T00:00:00
0ff4e8e3-117f-59ed-8791-9f8becee3e63;H-56-886;56;LEG-56-2534;egion-0056;2020;01/10/2000;20;Other;ETH14;Tertiary;True;Employed;Formal;IND196;29092.31;Single;Native;;False;0.859;AdminRegister;2020-11-25T00:00:00
f6f0debb-7a68-579c-9894-45771d4b2a30;H-111-477;111;LEG-111-4053;Region-0111;2020;02/11/2000;20;Male;ETH13;Primary;False;Employed;Informal;IND031;65906.18;Widowed;Native;;False;0.263;FieldEnumeration;2020-12-11T00:00:00
ad6d121a-d814-5952-8061-845f0694de78;H-6-517;6;LEG-6-6622;Region-0006;2020;18/10/1954;66;Male;ETH04;Secondary;True;Retired;;;0.0;Single;Native;;False;0.688;AdminRegister;2020-08-25T00:00:00
a0f0756c-0055-5043-a38c-9b4b05584d40;H-29-259;29;LEG-29-9112;Region-0029;2015;14/10/1928;87;Female;ETH14;Primary;True;Retired;;;0.0;Single;Native;;False;0.115;AdminRegister;2015-04-27T00:00:00
46c8a135-5be1-5cab-9c3e-331ecb5e2c4c;H-82-1600;82;LEG-82-6468;Region-0082;2020;02/09/1976;44;Female;ETH09;Primary;False;Employed;Casual;IND013;45351.69;Married;Native;;False;0.173;FieldEnumeration;2020-09-26T00:00:00
ec19e888-b143-5199-af54-78894dd207f6;H-77-656;77;LEG-77-3223;Region-0077;2010;18/11/2000;10;Female;ETH11;Secondary;True;Student;;;0.0;Widowed;Native;;False;0.999;FieldEnumeration;2010-07-05T00:00:00
02e9fbea-95fd-5b06-aa5e-5729fad966f7;H-55-604;55;LEG-55-5631;Region-0055;2020;08/02/2012;8;Other;ETH17;Tertiary;True;Student;;;0.0;Single;Native;;False;0.431;FieldEnumeration;2020-05-23T00:00:00
bcb25bc4-dada-5223-a594-ee64f6b90b72;H-29-1442;29;LEG-29-4637;Region-0029;2015;17/07/1930;85;Female;ETH11;Secondary;True;Retired;;;0.0;Married;Native;;False;0.025;FieldEnumeration;2015-09-04T00:00:00
eb8443df-7584-5b55-96d1-1ce86ee9510e;H-50-734;50;LEG-50-8187;Region-0050;2015;16/08/2013;2;Other;ETH16;NoSchool;True;Student;;;0.0;Widowed;Native;;False;0.457;FieldEnumeration;2015-10-06T00:00:00
9fbf0521-c09a-5c54-8e17-c1167928e898;H-22-413;22;LEG-22-5302;Region-0022;2010;18/10/1958;52;Other;ETH03;Tertiary;True;Inactive;;;0.0;Married;Internal Migrant;1990.0;False;0.176;SurveySample;2010-12-24T00:00:00
2b4b60a0-4760-5e0e-ae53-e677ee88c8e4;H-60-1109;60;LEG-60-2596;Region-0060;2020;10/05/2017;3;Male;ETH19;NoSchool;False;Student;;;0.0;Married;Native;;False;0.421;MobileUpdate;2020-10-24T00:00:00
3fa26f58-63b4-513c-8d1c-3dd61fe8fd03;H-33-1555;33;LEG-33-7935;Region-0033;2020;16/05/1987;33;Other;ETH07;Secondary;True;Employed;Casual;IND149;20567.2;Single;Native;;False;0.536;AdminRegister;2020-04-07T00:00:00
c80cc2f1-535f-5466-bfa8-8b01b0f8449b;H-93-2030;93;LEG-93-2932;Region-0093;2020;01/08/1973;47;Female;ETH01;Primary;False;Student;;;0.0;Married;Native;;False;0.688;FieldEnumeration;2020-12-24T00:00:00
7c85ec66-3453-545a-9174-83f42ff5545d;H-9-878;9;LEG-9-222;Region-0009;2020;08/09/1994;26;Male;ETH01;Primary;False;Employed;Self-employed;IND081;74312.61;Married;Native;;False;0.535;FieldEnumeration;2020-08-07T00:00:00
6bdfc315-2725-5b3b-9540-93f48d0b9fc0;H-67-1973;67;LEG-67-331;Region-0067;2020;24/09/1967;53;Male;ETH20;Tertiary;True;Retired;;;0.0;Divorced;Native;;False;0.4;AdminRegister;2020-08-22T00:00:00
7453f5ce-0dd2-5fb5-a86f-d73a73a1bddd;H-85-298;85;LEG-85-159;Region-0085;2015;01/06/1932;83;Female;ETH20;Secondary;True;Retired;;;0.0;Married;Native;;False;0.351;SurveySample;2015-03-08T00:00:00
1d8bc235-0bc0-58e6-98db-fd9307f2412a;H-45-504;45;LEG-45-490;Region-0045;2015;01/02/2009;6;Female;ETH20;Primary;True;Student;;;0.0;Married;Native;;False;0.556;FieldEnumeration;2015-02-23T00:00:00
760908ea-bddc-51ae-90cd-88d1767b8d83;H-49-1069;49;LEG-49-9794;Region-0049;2020;12/11/2012;8;Other;ETH14;Secondary;True;Inactive;;;0.0;Widowed;Native;;False;0.046;AdminRegister;2020-12-11T00:00:00
8d151f71-b860-5ff2-9d99-5a0ec7d5dcda;H-32-2153;32;LEG-32-5103;Region-0032;2020;24/01/2012;8;Other;ETH11;Secondary;True;Inactive;;;0.0;Divorced;Native;;False;0.504;AdminRegister;2020-02-16T00:00:00
0bdf93ca-aa39-5a77-8ac0-95e05993bdc9;H-16-568;16;LEG-16-2392;Region-001f;2010;19/01/2002;8;Male;ETH20;Tertiary;True;Student;;;0.0;Divorced;Native;;False;0.574;AdminRegister;2010-05-08T00:00:00
40be2acd-5528-5643-baab-f2314097fb90;H-18-882;18;LEG-18-3299;Region-0018;2010;23/01/1971;39;Female;ETH03;Primary;False;Employed;Informal;IND168;25907.47;Divorced;Native;;False;0.198;FieldEnumeration;2010-05-13T00:00:00
4b236b93-0fc6-5d8b-a513-1a27495a1ee6;H-107-1134;107;LEG-107-9808;Region-0107;2020;15/09/1958;62;Male;ETH14;Secondary;True;Employed;Self-employed;IND272;55622.71;Single;Native;;False;0.91;AdminRegister;2020-04-01T00:00:00
a39cfca2-6ffe-5301-8a35-626254cc94b0;H-72-87;72;LEG-72-5967;Region-0072;2010;13/12/1988;22;Male;ETH03;Secondary;True;Employed;Formal;IND145;28554.44;Widowed;Native;;False;0.605;SurveySample;2010-09-21T00:00:00
a2988de6-08c6-58c3-9dd3-cf4016b4958b;H-53-215;53;LEG-53-9625;Region-0053;2015;08/06/1929;86;Male;ETH05;Postgraduate;True;Retired;;;0.0;Married;Native;;False;0.805;AdminRegister;2015-01-26T00:00:00
386f4440-fc07-5a31-9875-05cef4939f1a;H-5-195;5;LEG-5-277;Region-0005;2010;25/04/1966;44;Female;ETH09;Postgraduate;True;Employed;Informal;IND155;17352.5;Single;Native;;False;0.621;FieldEnumeration;2010-11-05T00:00:00
5f3d2277-4fff-59bd-9b5b-d1b557e5dc15;H-31-65;31;LEG-31-7948;Region-0031;2010;14/10/1985;25;Other;ETH04;Secondary;True;Employed;Casual;IND021;2172.32;Widowed;Native;;False;0.359;AdminRegister;2010-06-02T00:00:00
04adcb07-4953-5e59-9765-3e49e3b4e521;H-68-454;68;LEG-68-6922;Region-0068;2010;17/09/1960;50;Male;ETH07;Tertiary;True;Employed;Formal;IND103;10365.13;Single;Native;;False;0.347;AdminRegister;2010-02-25T00:00:00
57db0d03-30eb-5814-be63-f96b0510030b;H-25-869;25;LEG-25-766;Region-0025;2010;08/07/2001;9;Female;ETH06;Tertiary;True;Student;;;0.0;Divorced;Native;;False;0.139;FieldEnumeration;2010-07-21T00:00:00
1090395f-a091-55b8-867b-2de5772c90cb;H-51-2434;51;LEG-51-8023;Region-0051;2020;15/03/1968;52;Other;ETH08;Secondary;True;Unemployed;;;0.0;Single;Native;;False;0.999;FieldEnumeration;2020-09-23T00:00:00
e330ef1a-ddea-5cb1-bef7-5bbb091dcdad;H-80-1474;80;LEG-80-4436;Region-0080;2015;03/11/1968;47;Male;ETH11;Primary;False;Inactive;;;0.0;Single;Native;;False;0.022;FieldEnumeration;2015-08-02T00:00:00
5ba3f501-b9d9-5f66-bc99-7c5797fb1614;H-116-81;116;LEG-116-7835;Region-0116;2015;02/08/1978;37;Female;ETH06;Postgraduate;True;Employed;Casual;IND073;10278.72;Single;Native;;False;0.322;AdminRegister;2015-02-02T00:00:00
30782be7-7cba-50b3-a3c6-d56a6412ffd4;H-4-845;4;LEG-4-9166;Region-0004;2015;08/11/2009;6;Male;ETH04;Primary;True;Student;;;0.0;Widowed;Native;;False;0.409;FieldEnumeration;2015-01-18T00:00:00
f1b6e435-d201-52b9-bce3-343b00fda620;H-54-413;54;LEG-54-3315;Region-0054;2010;23/07/1974;36;Female;;Secondary;True;Unemployed;;;0.0;Married;Native;;False;0.69;AdminRegister;2010-03-27T00:00:00
c8503ac1-b088-5a90-a1bf-7fd31a7a8cf5;H-69-619;69;LEG-69-2945;Region-0069;2015;24/12/1944;71;Other;ETH01;Postgraduate;True;Retired;;;0.0;Single;Native;;False;0.913;MobileUpdate;2015-05-28T00:00:00
6b4f4d5b-ec35-533d-8dd9-3245160ea331;H-40-733;40;LEG-40-1304;Region-0040;2015;19/07/1989;26;Female;ETH16;Tertiary;True;Employed;Formal;IND219;189474.73;Married;International Migrant;2006.0;False;0.957;FieldEnumeration;2015-05-27T00:00:00
401c52a5-94e8-59a5-8a04-8075ffc1a9dd;H-116-1822;116;LEG-116-3200;Region-0116;2020;06/05/1998;22;Female;ETH14;Secondary;True;Unemployed;;;0.0;Divorced;Native;;False;0.396;FieldEnumeration;2020-07-22T00:00:00
d04206e4-f2bb-5c4b-b408-facf8866ddc1;H-62-1124;62;LEG-62-3655;Regin-0062;2020;16/10/1991;29;Male;;Primary;False;Employed;Self-employed;IND076;31394.19;Divorced;Native;;False;0.738;MobileUpdate;2020-05-05T00:00:00
71b39623-c229-598c-9005-c4f60cd8a4bc;H-33-2427;33;LEG-33-2245;Region-0033;2020;08/09/1979;41;Female;ETH06;Primary;False;Employed;Casual;IND144;43781.52;Divorced;Native;;False;0.538;FieldEnumeration;2020-11-02T00:00:00
23ebd13f-93da-53fd-8067-d54f45e68aa8;H-22-2446;22;LEG-22-1088;Region-0022;2020;07/04/1963;57;Male;ETH15;Primary;True;Unemployed;;;0.0;Divorced;Native;;False;0.342;FieldEnumeration;2020-03-07T00:00:00
499fad04-721a-5e82-a1bb-01f8c3242cad;H-11-666;11;LEG-11-334;Region-0011;2015;03/10/1952;63;Other;ETH11;Secondary;True;Employed;Formal;IND072;26122.99;Widowed;Native;;False;0.33;SurveySample;2015-07-21T00:00:00
629641a8-5844-5b2d-8e1a-6b926ad2aafb;H-75-1402;75;LEG-75-314;Region-0075;2015;12/11/1992;23;Female;ETH16;Secondary;True;Unemployed;;;0.0;Widowed;Native;;False;0.345;FieldEnumeration;2015-08-27T00:00:00
b31d8415-d15d-5847-8e7b-3af7239dd341;H-24-231;24;LEG-24-5625;Region-0024;2015;06/01/1981;34;Male;ETH16;Secondary;True;Inactive;;;0.0;Divorced;Native;;False;0.24;AdminRegister;2015-10-23T00:00:00
45080eae-21df-57d6-9593-964b9a4e931b;H-83-424;83;LEG-83-2096;Region-0083;2020;20/01/2003;17;Other;ETH16;Tertiary;True;Unemployed;;;0.0;Married;Native;;False;0.212;AdminRegister;2020-07-06T00:00:00
45d0a031-95ed-5265-b6a0-e663c7a87a93;H-52-1903;52;LEG-52-676;Region-0052;2020;25/08/1983;37;Male;ETH18;Secondary;True;Employed;Informal;IND285;35288.8;Widowed;Native;;True;0.799;FieldEnumeration;2020-06-24T00:00:00
daa5f071-d209-58e5-b865-e1b147938a94;H-84-570;84;LEG-84-8287;Region-0084;2010;06/10/1981;29;Male;ETH07;Postgraduate;True;Employed;Self-employed;IND168;48939.76;Divorced;Native;;True;0.522;AdminRegister;2010-07-19T00:00:00
367989a4-93ce-552b-9510-8b71c66478a2;H-64-1452;64;LEG-64-156;Region-0064;2020;19/07/1988;32;Female;ETH20;Secondary;True;Inactive;;;0.0;Divorced;Native;;False;0.4;FieldEnumeration;2020-12-21T00:00:00
77840d48-d8be-5318-a7a2-8739529f5e2f;H-68-1292;68;LEG-68-4124;Regio-0068;2020;07/05/2019;1;Other;;NoSchool;True;Inactive;;;0.0;Single;Native;;True;0.207;FieldEnumeration;2020-03-07T00:00:00
180e6086-a429-5fc5-8408-1260df16c8df;H-99-57;99;LEG-99-8826;Region-0099;2020;26/11/1941;79;Female;ETH12;Primary;False;Inactive;;;0.0;Divorced;Native;;False;0.96;FieldEnumeration;2020-01-19T00:00:00
49152265-a957-5b61-90e6-638ad4acfcbb;H-51-912;51;LEG-51-8598;Region-0051;2015;19/02/1983;32;Other;ETH04;Secondary;True;Employed;Casual;IND099;10807.81;Married;Native;;False;0.92;SurveySample;2015-09-19T00:00:00
21c556df-840b-5eac-8fa1-d806b0dc500f;H-57-757;57;LEG-57-753;Region-0057;2015;22/11/2014;1;Male;ETH17;NoSchool;True;Student;;;0.0;Divorced;Native;;False;0.774;FieldEnumeration;2015-06-11T00:00:00
081690d5-19d3-5e47-a51a-f37ead7c2d31;H-84-2003;84;LEG-84-7619;Region-0084;2020;02/09/1982;38;Other;ETH20;Secondary;True;Student;;;0.0;Single;Native;;False;0.392;FieldEnumeration;2020-12-21T00:00:00
857379e6-6683-5b52-a9c3-a1edbfd7f23f;H-51-1830;51;LEG-51-8973;Region-0051;2020;25/09/1993;27;Female;ETH09;Secondary;True;Employed;Casual;IND271;10699.91;Single;Native;;True;0.109;MobileUpdate;2020-05-08T00:00:00
95c11969-4706-565f-9f99-986ee68c1fc5;H-105-962;105;LEG-105-9028;Region-0105;2015;12/12/1947;68;Female;ETH09;Tertiary;True;Inactive;;;0.0;Widowed;Internal Migrant;1998.0;False;0.581;AdminRegister;2015-08-10T00:00:00
c63ece82-7f70-57fe-9185-2d4058ebabb6;H-33-622;33;LEG-33-8208;Region-0033;2010;17/01/1932;78;Female;ETH16;Tertiary;True;Retired;;;0.0;Widowed;International Migrant;;False;0.772;FieldEnumeration;2010-08-16T00:00:00
c4f442ec-b463-553e-86cf-7c7c17b23f79;H-27-1421;27;LEG-27-171;Region-0027;2015;19/10/1961;54;Other;ETH10;Secondary;True;Employed;Casual;IND275;119910.8;Married;Native;;False;0.789;AdminRegister;2015-08-25T00:00:00
e9db3467-2839-5869-95fb-e5c7b183877b;H-69-389;69;LEG-69-9968;Region-0069;2015;10/11/2011;4;Male;ETH19;NoSchool;False;Student;;;0.0;Single;Internal Migrant;;False;0.176;SurveySample;2015-09-24T00:00:00
c0fe831f-45ca-58c8-b042-5355fd0f3325;H-84-101;84;LEG-84-9627;Region-0084;2015;09/07/1985;30;Other;ETH11;Tertiary;True;Employed;Informal;IND232;49801.59;Divorced;Internal Migrant;2010.0;False;0.935;AdminRegister;2015-03-21T00:00:00
acc48987-dd6e-5f06-91e9-cdc2257e3dc7;H-95-1559;95;LEG-95-634;Region-0095;2020;24/11/2020;0;Male;ETH05;NoSchool;False;Student;;;0.0;Widowed;Native;;False;0.549;AdminRegister;2020-02-14T00:00:00
aa851b04-4562-5a54-baec-32bc5bdb017d;H-67-993;67;LEG-67-2292;Region-0067;2015;26/04/1941;74;Female;ETH16;Secondary;True;Inactive;;;0.0;Widowed;Native;;False;0.065;AdminRegister;2015-01-21T00:00:00
2f1b7ed3-c78b-53e3-8127-a2a48884785e;H-28-957;28;LEG-28-7353;Region-0028;2020;12/01/2007;13;Other;ETH18;Primary;False;Inactive;;;0.0;Single;Native;;True;0.57;FieldEnumeration;2020-12-24T00:00:00
86e328c8-1e60-5a16-a903-b3d7a8f18396;H-24-894;24;LEG-24-8513;0024;2010;08/05/1993;17;Male;ETH05;Tertiary;True;Employed;Casual;IND229;9063.56;Divorced;Native;;False;0.549;AdminRegister;2010-07-20T00:00:00
d0665bb0-d2a4-58eb-b291-093a6d048b3f;H-44-144;44;LEG-44-9539;Region-044;2015;20/09/1941;74;Female;ETH17;Secondary;True;Retired;;;0.0;Single;Native;;False;0.165;AdminRegister;2015-05-18T00:00:00
875929e3-7445-5a4f-b5f8-5a7aa5bca583;H-45-936;45;LEG-45-2944;Region-0045;2010;10/07/1969;41;Male;ETH05;Postgraduate;True;Employed;Informal;IND033;23786.59;Married;Native;;False;0.912;FieldEnumeration;2010-07-17T00:00:00
d83a1eba-492d-52a3-be69-2e3579d09c53;H-67-812;67;LEG-67-9546;Region-0067;2015;28/01/1996;19;Female;ETH01;Secondary;True;Employed;Informal;IND188;37377.17;Single;Native;;True;0.993;SurveySample;2015-03-16T00:00:00
a510e18b-d1c4-5862-9e7b-a3140b8d6715;H-115-975;115;LEG-115-50;Region-0115;2010;11/02/2001;9;Other;ETH06;Postgraduate;True;Inactive;;;0.0;Single;Native;;False;0.477;FieldEnumeration;2010-03-12T00:00:00
b273b091-cdf7-514c-bda1-0e32aa1f784b;H-69-2467;69;LEG-69-2368;Region-0069;2020;03/03/1947;73;Female;ETH20;Secondary;True;Retired;;;0.0;Widowed;Native;;False;0.393;FieldEnumeration;2020-08-06T00:00:00
20a78b35-10c3-5821-a23e-bf47ac8bbcb7;H-6-112;6;LEG-6-4855;Region-0006;2015;19/06/2001;14;Female;ETH01;Secondary;True;Student;;;0.0;Single;Native;;False;0.029;FieldEnumeration;2015-01-18T00:00:00
923da7f9-7e88-57d6-a966-64b1bb632aeb;H-39-1240;39;LEG-39-4875;Region-0039;2015;02/01/2009;6;Male;ETH19;Tertiary;True;Student;;;0.0;Divorced;Native;;False;0.783;FieldEnumeration;2015-04-25T00:00:00
8f52ec99-95a6-5e33-b77c-2b6843a01509;H-18-760;18;LEG-18-5430;0018;2015;06/09/1979;36;Female;ETH02;Postgraduate;True;Employed;Self-employed;IND166;33840.76;Married;Native;;False;0.046;FieldEnumeration;2015-08-10T00:00:00
21d17e72-59a1-536e-8ef5-b5cb01f911df;H-26-1804;26;LEG-26-3649;Region-0026;2020;14/06/2019;1;Female;ETH05;NoSchool;False;Student;;;0.0;Single;Native;;False;0.308;AdminRegister;2020-07-12T00:00:00
85717cb4-d976-5b80-866e-59571e2de2cd;H-41-2066;41;LEG-41-2361;Region-0041;2020;24/07/1968;52;Other;ETH16;Secondary;True;Inactive;;;0.0;Married;Native;;False;0.801;SurveySample;2020-12-12T00:00:00
dbd48f65-1f1f-51f6-bdc2-91a2c1dbd4dd;H-51-189;51;LEG-51-360;Region-0051;2015;03/03/1989;26;Female;ETH07;Tertiary;True;Employed;Formal;IND101;32346.44;Widowed;Native;;False;0.444;SurveySample;2015-08-02T00:00:00
c3a5bd5f-85e5-55c5-9500-57e732101812;H-61-886;61;LEG-61-6309;Region-0061;2015;17/11/1949;66;Male;ETH15;Secondary;True;Retired;;;0.0;Married;Native;;True;0.298;AdminRegister;2015-03-14T00:00:00
2776424a-e688-5228-b5bf-db621438f61d;H-53-2348;53;LEG-53-3557;Region-0053;2020;24/04/1992;28;Male;ETH10;Postgraduate;True;Employed;Casual;IND182;16425.01;Married;Native;;True;0.946;AdminRegister;2020-03-16T00:00:00
433500ae-a81f-5bcc-b784-74728c91d4d0;H-55-897;55;LEG-55-8455;Region-0055;2020;04/05/2000;20;Other;ETH05;Primary;False;Employed;Casual;IND200;39998.79;Divorced;Native;;True;0.706;FieldEnumeration;2020-03-08T00:00:00
a0abb01f-b82c-5b60-8e16-8c2886cd396e;H-105-396;105;LEG-105-4087;Region-0105;2010;08/12/1933;77;Female;;Primary;True;Retired;;;0.0;Divorced;Internal Migrant;2001.0;False;0.435;SurveySample;2010-12-03T00:00:00
c71bd4e9-b1e1-5f2a-be5a-f33b73d54b64;H-50-1199;50;LEG-50-8773;Region-0050;2020;02/01/1973;47;Female;ETH12;Primary;False;Employed;Casual;IND069;17302.92;Married;Native;;False;0.958;FieldEnumeration;2020-09-13T00:00:00
a22b2a40-e82e-5798-88e4-2387d1268a34;H-26-1964;26;LEG-26-8920;Region-0026;2020;25/05/2008;12;Female;ETH17;Primary;True;Student;;;0.0;Divorced;Native;;False;0.384;AdminRegister;2020-04-17T00:00:00
f2367bfd-50c3-511f-b5b5-f1411d150754;H-54-349;54;LEG-54-2623;Region-0054;2020;07/10/1961;59;Other;ETH02;Primary;True;Employed;Formal;IND045;9533.0;Single;International Migrant;2012.0;True;0.71;SurveySample;2020-09-04T00:00:00
8ce221c2-d83d-574a-8a29-6430f3cc986c;H-36-456;36;LEG-36-3294;Region-0036;2020;14/11/2003;17;Other;ETH20;Primary;True;Unemployed;;;0.0;Divorced;Native;;False;0.769;AdminRegister;2020-04-03T00:00:00
6c149183-a231-5d64-9ab2-28e9b87a75a9;H-115-1423;115;LEG-115-6601;Region-0115;2020;16/05/2020;0;Male;ETH05;NoSchool;True;Student;;;0.0;Single;Native;;True;0.098;FieldEnumeration;2020-10-06T00:00:00
5e284188-e4be-5d03-85c0-e402cdc5508c;H-96-134;96;LEG-96-940;Region-0096;2015;26/05/1951;64;Female;ETH15;Tertiary;True;Employed;Self-employed;IND258;9309.07;Married;Native;;False;0.888;AdminRegister;2015-11-15T00:00:00
53278bb1-98e8-53c1-a712-3b5f17284ab3;H-92-252;92;LEG-92-3630;Region-0092;2010;10/03/1922;88;Female;ETH14;Secondary;True;Retired;;;0.0;Married;Native;;False;0.89;AdminRegister;2010-06-02T00:00:00
161b0e62-bc2f-5162-be52-ed14240cc980;H-75-845;75;LEG-75-1888;Region-0075;2015;25/10/1977;38;Female;ETH12;Tertiary;True;Inactive;;;0.0;Single;Native;;False;0.955;SurveySample;2015-02-25T00:00:00
4949b6de-dc15-5581-8082-786d306a0903;H-117-1426;117;LEG-117-8598;Region-0117;2015;10/01/1943;72;Female;ETH12;Tertiary;True;Retired;;;0.0;Married;Native;;False;0.003;AdminRegister;2015-11-01T00:00:00
b207be9f-f88b-532f-a3e4-3b75e868cb0e;H-116-2329;116;LEG-116-9153;Region-0116;2020;12/03/2015;5;Female;ETH12;NoSchool;False;Inactive;;;0.0;Single;Internal Migrant;2005.0;False;0.684;SurveySample;2020-07-11T00:00:00
db261cd1-930e-5db2-9ae7-73f5bb8da69b;H-66-703;66;LEG-66-2153;Region-0066;2010;07/03/2010;0;Female;ETH09;NoSchool;True;Student;;;0.0;Single;Native;;False;0.632;AdminRegister;2010-11-03T00:00:00
15fb8b8c-76df-58f7-aa96-aaebc449b3bf;H-69-422;69;LEG-69-1999;Region-0069;2010;22/05/1996;14;Other;ETH18;Secondary;True;Student;;;0.0;Married;Internal Migrant;1999.0;False;0.465;AdminRegister;2010-11-01T00:00:00
